#multi:
,mass A,,mass B,,
t,x,y,x,y,
0.000000E0,1.040678E-1,3.671305E-2,,
3.333333E-2,1.040100E-1,3.671459E-2,,
6.666667E-2,1.039115E-1,3.669386E-2,,
1.000000E-1,1.038568E-1,3.674307E-2,,
1.333333E-1,1.039720E-1,3.673102E-2,,
1.666667E-1,1.039702E-1,3.672350E-2,,
2.000000E-1,1.039877E-1,3.672030E-2,,
2.333333E-1,1.038933E-1,3.672476E-2,,
2.666667E-1,1.039994E-1,3.681029E-2,,
3.000000E-1,1.039794E-1,3.682014E-2,,
3.333333E-1,1.039707E-1,3.665972E-2,,
3.666667E-1,1.038455E-1,3.681914E-2,5.430007E-4,5.257077E-2
4.000000E-1,1.037263E-1,3.680520E-2,6.691010E-4,5.256388E-2
4.333333E-1,1.036785E-1,3.676918E-2,6.974423E-4,5.255770E-2
4.666667E-1,1.037723E-1,3.678889E-2,6.124455E-4,5.256825E-2
5.000000E-1,1.037561E-1,3.676629E-2,6.317007E-4,5.254971E-2
5.333333E-1,1.039673E-1,3.674135E-2,6.562809E-4,5.265475E-2
5.666667E-1,1.037407E-1,3.673518E-2,6.766671E-4,5.264510E-2
6.000000E-1,1.038530E-1,3.679542E-2,5.507455E-4,5.277812E-2
6.333333E-1,1.038880E-1,3.685545E-2,5.947442E-4,5.278162E-2
6.666667E-1,1.039696E-1,3.714995E-2,7.012280E-4,5.261146E-2
7.000000E-1,1.039378E-1,3.746424E-2,7.107963E-4,5.260840E-2
7.333333E-1,1.040525E-1,3.779031E-2,5.442502E-4,5.268007E-2
7.666667E-1,1.040811E-1,3.859434E-2,6.017556E-4,5.271454E-2
8.000000E-1,1.041445E-1,3.931562E-2,6.658996E-4,5.266269E-2
8.333333E-1,1.041557E-1,4.014832E-2,6.431548E-4,5.267023E-2
8.666667E-1,1.043883E-1,4.102494E-2,5.078375E-4,5.259534E-2
9.000000E-1,1.046698E-1,4.191809E-2,4.951706E-4,5.264155E-2
9.333333E-1,1.046432E-1,4.278176E-2,6.314801E-4,5.252605E-2
9.666667E-1,1.046237E-1,4.355152E-2,6.249213E-4,5.250264E-2
1.000000E0,1.048093E-1,4.435524E-2,4.873082E-4,5.270879E-2
1.033333E0,1.047655E-1,4.520534E-2,4.897277E-4,5.272276E-2
1.066667E0,1.047326E-1,4.544127E-2,4.912234E-4,5.257703E-2
1.100000E0,1.047857E-1,4.626024E-2,4.543469E-4,5.256485E-2
1.133333E0,1.047768E-1,4.704850E-2,5.287151E-4,5.258692E-2
1.166667E0,1.048021E-1,4.787425E-2,5.266320E-4,5.262164E-2
1.200000E0,1.047139E-1,4.800382E-2,5.836247E-4,5.267188E-2
1.233333E0,1.047447E-1,4.883338E-2,6.491968E-4,5.270598E-2
1.266667E0,1.047139E-1,4.967447E-2,5.717254E-4,5.263575E-2
1.300000E0,1.047081E-1,5.042954E-2,5.916383E-4,5.264533E-2
1.333333E0,1.046868E-1,5.124909E-2,7.162233E-4,5.261719E-2
1.366667E0,1.047012E-1,5.145923E-2,7.182766E-4,5.263839E-2
1.400000E0,1.045867E-1,5.220407E-2,5.640134E-4,5.251373E-2
1.433333E0,1.045779E-1,5.301907E-2,6.189642E-4,5.258850E-2
1.466667E0,1.045180E-1,5.386288E-2,6.177258E-4,5.261782E-2
1.500000E0,1.045295E-1,5.403400E-2,6.207851E-4,5.265708E-2
1.533333E0,1.045405E-1,5.483794E-2,5.090586E-4,5.270586E-2
1.566667E0,1.045611E-1,5.566625E-2,5.060989E-4,5.273453E-2
1.600000E0,1.044947E-1,5.642164E-2,5.407537E-4,5.261721E-2
1.633333E0,1.045688E-1,5.732891E-2,5.590975E-4,5.263189E-2
1.666667E0,1.044853E-1,5.827821E-2,5.107698E-4,5.274145E-2
1.700000E0,1.044325E-1,5.918051E-2,3.972259E-4,5.269965E-2
1.733333E0,1.043182E-1,6.007678E-2,5.758390E-4,5.272886E-2
1.766667E0,1.043462E-1,6.153976E-2,5.563539E-4,5.273862E-2
1.800000E0,1.043492E-1,6.255360E-2,3.983341E-4,5.262810E-2
1.833333E0,1.041497E-1,6.356543E-2,4.377691E-4,5.265183E-2
1.866667E0,1.040360E-1,6.504543E-2,4.433974E-4,5.254346E-2
1.900000E0,1.039594E-1,6.608189E-2,4.351315E-4,5.254047E-2
1.933333E0,1.037131E-1,6.688283E-2,5.555518E-4,5.256068E-2
1.966667E0,1.036488E-1,6.779023E-2,6.273813E-4,5.263518E-2
2.000000E0,1.033071E-1,6.932090E-2,6.396367E-4,5.269112E-2
2.033333E0,1.031461E-1,7.026545E-2,6.213771E-4,5.272675E-2
2.066667E0,1.028095E-1,7.121330E-2,6.102932E-4,5.274747E-2
2.100000E0,1.027277E-1,7.211007E-2,4.641758E-4,5.275107E-2
2.133333E0,1.026561E-1,7.362685E-2,6.454448E-4,5.262704E-2
2.166667E0,1.025292E-1,7.453371E-2,5.570359E-4,5.263130E-2
2.200000E0,1.018844E-1,7.537517E-2,5.901285E-4,5.255904E-2
2.233333E0,1.018262E-1,7.630768E-2,5.300022E-4,5.260877E-2
2.266667E0,1.017751E-1,7.720266E-2,6.718306E-4,5.254390E-2
2.300000E0,1.016299E-1,7.807114E-2,5.016641E-4,5.255271E-2
2.333333E0,1.009164E-1,7.889887E-2,6.586240E-4,5.260474E-2
2.366667E0,1.008204E-1,7.977728E-2,5.269378E-4,5.262114E-2
2.400000E0,1.007036E-1,8.132755E-2,6.149033E-4,5.260677E-2
2.433333E0,1.006191E-1,8.217675E-2,5.228019E-4,5.264337E-2
